eid,bid,ans
20130702_135652,14410,10
20130702_135652,1809,35
20130702_135652,15619,20
20130702_135704,319,10
20130702_135652,163,10
20130702_135652,11049,10
20130702_135704,16330,20
20130702_135652,9797,20
20130702_135704,25234,20
20130702_135704,15170,20
20130702_135704,16082,20
20130702_135704,5432,20
20130702_135652,1011,20
20130702_135652,9936,20
20130702_135704,322,10
20130702_135652,14832,20
20130702_135704,25301,20
20130702_135652,3018,30
20130702_135652,10498,10
20130702_135652,13493,20
20130702_135704,30368,20
20130702_135652,16073,10
20130702_135652,18399,10
20130702_135704,79143,20
20130702_135652,13136,20
20130702_135704,85333,20
20130702_135652,9698,20
20130702_135652,18452,10
20130702_135704,3927,10
20130702_135652,15695,20
20130702_135704,49,05
20130702_135704,47555,10
20130702_135652,15191,30
20130702_135704,17577,20
20130702_135704,11156,20
20130702_135704,15828,20
20130702_135652,11877,20
20130702_135652,10982,10
20130702_135652,10539,30
20130702_135652,10327,20
20130702_135704,26997,20
20130702_135704,1681,10
20130702_135704,29892,20
20130702_135704,78167,20
20130702_135704,73854,20
20130702_135652,18063,20
20130702_135652,14566,30
20130702_135652,4231,20
20130702_135704,57565,20
20130702_135652,17712,20
20130702_135704,45264,30
20130702_135704,88889,20
20130702_135704,77585,20
20130702_135652,13437,05
20130702_135652,7115,20
20130702_135652,18041,10
20130702_135652,13667,10
20130702_135704,4215,20
20130702_135704,84295,20
20130702_135652,17069,20
20130702_135652,11149,20
20130702_135652,10107,20
20130702_135704,16564,20
20130702_135704,15492,20
20130702_135652,11667,20
20130702_135704,1208,20
20130702_135704,14182,20
20130702_135652,1799,35
20130702_135652,17958,10
20130702_135652,9830,20
20130702_135652,15093,30
20130702_135704,48070,05
20130702_135652,15541,20
20130702_135652,17196,20
20130702_135704,35344,20
20130702_135704,29479,20
20130702_135704,56014,20
20130702_135652,3594,10
20130702_135704,8280,20
20130702_135704,483,10
20130702_135652,14720,20
20130702_135704,26957,20
20130702_135652,933,10
20130702_135704,3061,20
20130702_135652,10034,20
20130702_135652,10410,10
20130702_135704,80658,20
20130702_135652,7452,20
20130702_135652,8189,10
20130702_135652,16936,10
20130702_135652,7431,30
20130702_135704,14655,20
20130702_135652,3965,20
20130702_135652,14778,20
20130702_135652,16842,20
20130702_135652,17251,20
20130702_135704,58075,20
20130702_135704,4742,20
20130702_135652,8088,20
20130702_135704,77371,20
20130702_135652,15265,30
20130702_135652,5574,20
20130702_135704,54316,20
20130702_135652,11169,20
20130702_135652,5244,30
20130702_135704,45252,20
20130702_135704,73533,20
20130702_135704,59207,20
20130702_135704,44598,20
20130702_135652,12687,10
20130702_135704,87838,20
20130702_135704,4692,20
20130702_135704,20001,05
20130702_135704,22074,20
20130702_135652,11140,20
20130702_135652,6770,20
20130702_135704,80878,20
20130702_135652,17489,10
20130702_135704,43981,15
20130702_135652,2274,10
20130702_135652,5482,20
20130702_135652,17431,10
20130702_135652,15603,20
20130702_135704,73980,20
20130702_135652,18291,10
20130702_135704,17552,20
20130702_135704,13057,30
20130702_135652,16601,30
20130702_135652,10282,30
20130702_135652,11888,20
20130702_135652,13376,05
20130702_135704,80744,20
20130702_135652,9648,10
20130702_135652,426,10
20130702_135652,9806,20
20130702_135704,50356,10
20130702_135652,3057,30
20130702_135652,14678,10
20130702_135652,1352,20
20130702_135704,17555,20
20130702_135652,12344,10
20130702_135704,6296,10
20130702_135652,17301,10
20130702_135704,228,10
20130702_135704,44551,20
20130702_135704,34806,10
20130702_135652,13694,10
20130702_135704,79317,20
20130702_135652,7512,20
20130702_135652,2960,30
20130702_135704,16402,20
20130702_135652,18367,20
20130702_135704,4184,10
20130702_135652,18536,20
20130702_135704,13302,20
20130702_135652,15156,20
20130702_135652,14398,20
20130702_135704,22053,20
20130702_135704,4969,20
20130702_135704,47381,20
20130702_135704,43556,10
20130702_135652,8561,20
20130702_135704,29463,20
20130702_135652,17991,10
20130702_135652,13416,05
20130702_135652,11440,20
20130702_135652,11674,20
20130702_135652,17754,10
20130702_135704,7980,20
20130702_135704,14811,30
20130702_135652,2124,10
20130702_135652,11880,20
20130702_135652,16061,20
20130702_135704,73513,20
20130702_135652,13443,05
20130702_135704,45434,20
20130702_135652,12060,15
20130702_135704,13254,20
20130702_135704,13097,20
20130702_135652,926,20
20130702_135652,15759,20
20130702_135704,32922,20
20130702_135704,16557,20
20130702_135652,12462,10
20130702_135704,59050,20
20130702_135652,8108,30
20130702_135652,15186,20
20130702_135652,9577,20
20130702_135652,14932,05
20130702_135704,80808,20
20130702_135652,13389,05
20130702_135652,7100,20
20130702_135704,46843,20
20130702_135652,17318,20
20130702_135652,11432,20
20130702_135652,14917,05
20130702_135704,337,10
20130702_135652,4104,20
20130702_135704,16550,20
20130702_135704,44443,20
20130702_135704,16806,20
20130702_135704,60440,30
20130702_135704,16455,20
20130702_135652,16979,10
20130702_135652,12536,10
20130702_135704,5609,20
20130702_135704,80835,20
20130702_135652,17380,10
20130702_135652,4262,20
20130702_135652,15026,20
20130702_135652,14006,20
20130702_135704,59372,20
20130702_135652,12362,10
20130702_135704,58608,20
20130702_135652,13077,20
20130702_135652,16699,20
20130702_135704,12735,20
20130702_135652,3527,10
20130702_135704,8310,20
20130702_135652,4721,20
20130702_135704,36266,20
20130702_135652,1565,20
20130702_135652,7045,20
20130702_135652,12914,20
20130702_135652,15771,20
20130702_135652,3063,30
20130702_135704,15609,20
20130702_135704,80003,10
20130702_135652,2886,10
20130702_135652,18210,10
20130702_135652,18442,10
20130702_135652,18269,10
20130702_135652,17692,10
20130702_135704,77128,20
20130702_135652,11891,20
20130702_135652,10786,20
20130702_135652,14296,20
20130702_135652,18087,20
20130702_135704,71519,20
20130702_135652,16465,20
20130702_135652,12840,20
20130702_135704,8910,20
20130702_135652,9712,20
20130702_135652,7873,20
20130702_135652,18418,10
20130702_135652,7097,20
20130702_135704,8122,10
20130702_135704,21168,05
20130702_135652,9645,10
20130702_135704,13312,20
20130702_135652,13561,20
20130702_135704,27782,20
20130702_135704,42304,20
20130702_135652,17434,10
20130702_135652,15426,20
20130702_135704,44087,15
20130702_135652,11838,20
20130702_135704,40729,10
20130702_135704,16628,20
20130702_135704,79573,10
20130702_135652,10242,15
20130702_135652,11826,20
20130702_135652,17807,10
20130702_135652,2271,10
20130702_135652,9634,10
20130702_135704,44241,15
20130702_135652,8715,20
20130702_135704,6349,10
20130702_135704,51766,20
20130702_135652,13631,10
20130702_135652,704,20
20130702_135704,8362,20
20130702_135652,16027,20
20130702_135652,16044,10
20130702_135652,14971,05
20130702_135652,14867,05
20130702_135652,2238,10
20130702_135652,12843,20
20130702_135652,11341,20
20130702_135652,17723,10
20130702_135652,8926,20
20130702_135652,3021,30
20130702_135704,643,10
20130702_135652,3291,20
20130702_135652,8963,20
20130702_135704,6122,10
20130702_135652,16835,20
20130702_135704,15806,20
20130702_135652,13379,05
20130702_135652,17245,20
20130702_135704,50579,20
20130702_135704,4408,10
20130702_135652,8047,20
20130702_135704,84234,20
20130702_135704,4415,10
20130702_135652,16862,10
20130702_135704,4733,10
20130702_135652,14504,10
20130702_135704,6404,10
20130702_135652,3361,10
20130702_135704,34215,10
20130702_135652,3189,20
20130702_135704,33197,20
20130702_135652,18320,20
20130702_135652,13738,10
20130702_135652,10170,20
20130702_135652,17822,10
20130702_135652,13542,20
20130702_135652,17850,10
20130702_135652,15682,20
20130702_135652,14968,05
20130702_135704,20659,05
20130702_135652,17672,20
20130702_135652,3357,10
20130702_135652,17903,10
20130702_135652,4664,20
20130702_135704,26922,20
20130702_135652,12347,10
20130702_135652,6743,20
20130702_135652,13688,10
20130702_135652,8242,20
20130702_135704,84075,20
20130702_135652,14997,20
20130702_135652,4258,20
20130702_135652,14650,10
20130702_135704,295,10
20130702_135704,38282,20
20130702_135652,15608,20
20130702_135652,12299,20
20130702_135704,20013,05
20130702_135652,13358,05
20130702_135652,18528,10
20130702_135704,11325,20
20130702_135652,207,10
20130702_135652,8683,20
20130702_135704,5504,20
20130702_135704,16452,20
20130702_135652,15318,15
20130702_135652,16356,20
20130702_135652,2516,10
20130702_135704,84952,20
20130702_135704,39318,10
20130702_135652,18119,10
20130702_135704,56007,20
20130702_135652,10110,20
20130702_135652,8645,20
20130702_135652,8372,30
20130702_135704,7123,10
20130702_135652,16183,20
20130702_135704,6732,20
20130702_135652,232,10
20130702_135652,16445,20
20130702_135652,9616,20
20130702_135704,6454,10
20130702_135652,12917,20
20130702_135652,11299,10
20130702_135704,693,10
20130702_135652,515,20
20130702_135704,15562,20
20130702_135652,965,10
20130702_135704,14980,20
20130702_135652,18461,10
20130702_135652,4956,20
20130702_135704,690,10
20130702_135652,13498,05
20130702_135652,8837,20
20130702_135704,1689,10
20130702_135704,6663,20
20130702_135704,2343,10
20130702_135652,8834,20
20130702_135704,17248,20
20130702_135704,16830,20
20130702_135704,2323,10
20130702_135704,48661,20
20130702_135652,14625,10
20130702_135652,1783,35
20130702_135652,3072,30
20130702_135652,7533,20
20130702_135704,47814,20
20130702_135704,15622,20
20130702_135704,14624,20
20130702_135652,9812,20
20130702_135652,7566,20
20130702_135652,12254,15
20130702_135704,13096,20
20130702_135704,16181,20
20130702_135652,3520,10
20130702_135652,8326,20
20130702_135652,17658,20
20130702_135704,3899,10
20130702_135652,10510,10
20130702_135652,16353,20
20130702_135652,10930,10
20130702_135652,10017,20
20130702_135652,5528,20
20130702_135652,10708,20
20130702_135652,9344,20
20130702_135652,11635,20
20130702_135652,10434,10
20130702_135652,2976,30
20130702_135652,11490,20
20130702_135704,3558,20
20130702_135652,1167,20
20130702_135652,16047,10
20130702_135652,9303,20
20130702_135652,10358,10
20130702_135652,17516,10
20130702_135652,5338,30
20130702_135704,57920,20
20130702_135652,6320,20
20130702_135652,15049,20
20130702_135704,6173,10
20130702_135652,8065,20
20130702_135652,10962,10
20130702_135652,18218,10
20130702_135652,8896,20
20130702_135704,80786,20
20130702_135704,17549,20
20130702_135652,16359,20
20130702_135652,17786,10
20130702_135704,517,10
20130702_135704,8994,20
20130702_135652,15753,20
20130702_135704,16243,20
20130702_135652,3009,30
20130702_135652,2386,10
20130702_135652,8399,20
20130702_135704,15938,20
20130702_135704,30127,10
20130702_135652,13985,20
20130702_135704,74443,20
20130702_135652,2399,20
20130702_135704,69626,10
20130702_135652,4224,20
20130702_135652,11394,20
20130702_135704,75375,35
20130702_135704,2443,10
20130702_135652,14656,10
20130702_135704,22083,20
20130702_135652,15189,20
20130702_135704,12707,20
20130702_135704,17676,20
20130702_135704,4492,20
20130702_135652,2166,10
20130702_135652,18012,10
20130702_135652,2497,20
20130702_135704,40938,10
20130702_135652,5519,20
20130702_135704,15419,20
20130702_135652,12516,20
20130702_135704,24240,20
20130702_135704,40751,10
20130702_135652,12992,20
20130702_135704,17585,20
20130702_135652,13524,20
20130702_135652,9211,10
20130702_135652,10816,20
20130702_135652,12418,10
20130702_135652,14492,10
20130702_135704,43080,20
20130702_135652,10369,10
20130702_135704,59614,20
20130702_135704,7763,20
20130702_135704,79293,20
20130702_135652,15789,20
20130702_135652,7903,20
20130702_135652,1676,20
20130702_135652,9782,20
20130702_135652,3601,10
20130702_135704,17377,20
20130702_135652,12668,10
20130702_135652,18225,10
20130702_135704,17461,20
20130702_135652,14801,05
20130702_135652,509,20
20130702_135652,17510,10
20130702_135652,14510,10
20130702_135652,7103,20
20130702_135652,6720,20
20130702_135704,59381,20
20130702_135652,17825,10
20130702_135652,13504,05
20130702_135652,10334,20
20130702_135652,7826,20
20130702_135652,17575,10
20130702_135704,19483,20
20130702_135652,2036,20
20130702_135652,571,10
20130702_135652,15663,20
20130702_135704,30757,10
20130702_135652,18066,20
20130702_135704,416,05
20130702_135652,16173,20
20130702_135704,27661,20
20130702_135704,7128,20
20130702_135704,2591,20
20130702_135704,73860,20
20130702_135652,10838,10
20130702_135704,70285,20
20130702_135652,4091,20
20130702_135652,16574,20
20130702_135652,10299,30
20130702_135704,16500,20
20130702_135652,16621,30
20130702_135652,8371,20
20130702_135652,15573,20
20130702_135652,2858,30
20130702_135652,3966,20
20130702_135652,9507,10
20130702_135652,12380,10
20130702_135652,119,10
20130702_135704,26946,20
20130702_135652,16148,20
20130702_135652,13907,20
20130702_135652,18483,10
20130702_135704,5789,20
20130702_135652,11040,10
20130702_135652,18358,10
20130702_135652,16982,10
20130702_135704,33271,20
20130702_135652,16033,20
20130702_135704,30182,20
20130702_135652,5865,20
20130702_135704,43975,20
20130702_135704,46837,20
20130702_135704,69398,10
20130702_135704,13318,20
20130702_135652,2911,10
20130702_135704,15074,20
20130702_135652,8097,20
20130702_135652,12392,10
20130702_135704,51813,20
20130702_135704,16327,20
20130702_135652,7379,20
20130702_135652,1894,20
20130702_135652,8726,20
20130702_135652,134,20
20130702_135652,16868,20
20130702_135652,13896,20
20130702_135652,15774,20
20130702_135652,604,10
20130702_135704,44388,20
20130702_135652,14788,20
20130702_135652,14669,10
20130702_135652,2905,10
20130702_135652,4005,20
20130702_135652,1210,20
20130702_135652,15110,30
20130702_135652,16615,30
20130702_135652,4519,20
20130702_135652,12240,20
20130702_135652,144,10
20130702_135652,15692,20
20130702_135652,4751,20
20130702_135652,15964,20
20130702_135704,47401,20
20130702_135652,15190,30
20130702_135704,20204,05
20130702_135652,13434,05
20130702_135652,10067,20
20130702_135652,13183,05
20130702_135704,15581,20
20130702_135652,4461,20
20130702_135652,12860,20
20130702_135652,3322,20
20130702_135704,8561,20
20130702_135652,10064,20
20130702_135652,14337,20
20130702_135652,17304,10
20130702_135652,16080,20
20130702_135704,2433,10
20130702_135652,7770,20
20130702_135704,14027,10
20130702_135652,9629,10
20130702_135652,3991,20
20130702_135704,23726,20
20130702_135652,2575,10
20130702_135704,74256,20
20130702_135704,17546,20
20130702_135652,11296,10
20130702_135652,17840,10
20130702_135704,12746,20
20130702_135652,3393,20
20130702_135652,17957,20
20130702_135704,5458,20
20130702_135704,762,10
20130702_135652,8899,20
20130702_135652,8203,10
20130702_135704,47999,05
20130702_135704,703,10
20130702_135704,47556,20
20130702_135704,44603,20
20130702_135652,16958,10
20130702_135704,6316,10
20130702_135652,13486,05
20130702_135652,8116,20
20130702_135652,10323,10
20130702_135652,12921,20
20130702_135704,13100,20
20130702_135704,14606,30
20130702_135704,74550,20
20130702_135704,39349,10
20130702_135704,11208,20
20130702_135652,18361,20
20130702_135652,16199,20
20130702_135704,50353,10
20130702_135652,13097,20
20130702_135652,15975,20
20130702_135652,7058,20
20130702_135704,3078,20
20130702_135704,15946,20
20130702_135704,29422,20
20130702_135652,3622,20
20130702_135652,492,20
20130702_135652,10355,10
20130702_135704,73133,20
20130702_135652,2398,10
20130702_135704,8206,20
20130702_135652,15029,20
20130702_135652,5289,20
20130702_135652,10365,10
20130702_135652,8797,20
20130702_135704,8065,10
20130702_135652,16041,10
20130702_135704,8317,20
20130702_135652,18000,10
20130702_135652,13890,20
20130702_135652,4550,10
20130702_135652,3225,20
20130702_135704,545,10
20130702_135704,69521,10
20130702_135652,12403,10
20130702_135652,2293,10
20130702_135704,11195,20
20130702_135652,17109,20
20130702_135652,3503,10
20130702_135652,8976,20
20130702_135652,13074,20
20130702_135704,27926,20
20130702_135652,16219,20
20130702_135704,44359,20
20130702_135704,16984,20
20130702_135704,27246,20
20130702_135704,16485,20
20130702_135704,17007,20
20130702_135704,27831,20
20130702_135652,10320,10
20130702_135652,11620,20
20130702_135652,2754,20
20130702_135652,17976,10
20130702_135652,18009,10
20130702_135704,16925,20
20130702_135704,18700,20
20130702_135652,12755,10
20130702_135652,8193,10
20130702_135704,16357,20
20130702_135704,15985,20
20130702_135704,31398,20
20130702_135652,10037,20
20130702_135704,44397,20
20130702_135652,6167,20
20130702_135652,16226,20
20130702_135652,7399,20
20130702_135652,2809,20
20130702_135704,16506,20
20130702_135704,6913,10
20130702_135704,20074,05
20130702_135652,112,10
20130702_135652,3910,20
20130702_135704,26928,20
20130702_135652,18405,10
20130702_135652,13199,05
20130702_135652,1815,20
20130702_135652,12822,10
20130702_135652,7594,20
20130702_135652,8935,20
20130702_135652,11856,20
20130702_135704,74283,20
20130702_135652,2073,10
20130702_135652,14469,10
20130702_135652,17006,20
20130702_135652,16543,30
20130702_135704,43250,20
20130702_135704,10419,10
20130702_135652,7208,20
20130702_135704,58689,20
20130702_135704,82508,20
20130702_135652,947,10
20130702_135704,16945,20
20130702_135704,15401,20
20130702_135652,13431,05
20130702_135704,16261,20
20130702_135652,4830,20
20130702_135704,21378,20
20130702_135652,9547,20
20130702_135652,16939,10
20130702_135704,5114,20
20130702_135704,4670,20
20130702_135652,17744,10
20130702_135652,8761,20
20130702_135704,16514,20
20130702_135652,13392,05
20130702_135652,11835,20
20130702_135652,2934,30
20130702_135652,3823,20
20130702_135652,13069,20
20130702_135652,16275,20
20130702_135652,3841,20
20130702_135652,16902,10
20130702_135652,7569,20
20130702_135652,17569,20
20130702_135704,16444,15
20130702_135652,7402,20
20130702_135652,8904,20
20130702_135652,493,30
20130702_135652,660,30
20130702_135704,46732,20
20130702_135652,18516,10
20130702_135704,43334,20
20130702_135704,15881,20
20130702_135704,6252,10
20130702_135652,13718,10
20130702_135704,34411,10
20130702_135704,27815,20
20130702_135652,15780,20
20130702_135704,7009,10
20130702_135652,12374,10
20130702_135652,12969,10
20130702_135652,16380,20
20130702_135652,3549,20
20130702_135652,2424,20
20130702_135652,18044,10
20130702_135704,16782,20
20130702_135652,16090,20
20130702_135704,29484,20
20130702_135704,30904,10
20130702_135704,4605,10
20130702_135652,17797,10
20130702_135652,5570,20
20130702_135704,26898,20
20130702_135704,20032,05
20130702_135652,2344,10
20130702_135652,864,10
20130702_135652,12327,20
20130702_135704,15982,20
20130702_135704,16962,20
20130702_135652,4391,20
20130702_135652,11654,20
20130702_135704,7053,10
20130702_135652,15990,20
20130702_135704,27356,20
20130702_135704,43241,20
20130702_135652,10927,10
20130702_135652,9532,20
20130702_135652,12350,10
20130702_135704,17410,20
20130702_135652,8829,20
20130702_135704,5461,20
20130702_135652,13035,30
20130702_135652,9526,20
20130702_135652,13592,20
20130702_135652,13206,05
20130702_135704,16456,15
20130702_135704,47497,20
20130702_135652,14447,10
20130702_135704,12985,20
20130702_135652,16030,20
20130702_135652,4255,20
20130702_135704,5752,20
20130702_135652,6713,30
20130702_135652,17272,10
20130702_135704,6079,10
20130702_135652,10346,20
20130702_135652,2253,10
20130702_135652,5796,20
20130702_135652,13564,20
20130702_135704,43991,20
20130702_135652,2294,10
20130702_135652,13580,20
20130702_135652,17315,20
20130702_135652,10071,20
20130702_135652,16659,20
20130702_135652,5995,20
20130702_135652,12599,10
20130702_135652,3591,10
20130702_135704,47516,20
20130702_135652,9336,20
20130702_135652,8826,20
20130702_135652,3293,20
20130702_135652,9214,10
20130702_135704,74540,20
20130702_135652,13700,10
20130702_135704,14634,20
20130702_135652,13767,20
20130702_135652,17711,10
20130702_135704,12710,20
20130702_135652,7693,20
20130702_135652,8268,20
20130702_135652,17476,10
20130702_135652,10478,10
20130702_135652,1237,20
20130702_135704,21160,05
20130702_135652,16024,20
20130702_135652,198,10
20130702_135652,13296,05
20130702_135704,29390,20
20130702_135652,12371,10
20130702_135652,2135,10
20130702_135652,14745,20
20130702_135704,16785,20
20130702_135704,2988,20
20130702_135652,12879,20
20130702_135652,16596,20
20130702_135704,15570,20
20130702_135652,7616,20
20130702_135704,8787,20
20130702_135704,474,10
20130702_135652,14160,10
20130702_135652,13289,05
20130702_135652,16189,20
20130702_135652,14495,10
20130702_135652,18140,20
20130702_135652,18015,10
20130702_135704,7347,20
20130702_135652,14923,05
20130702_135704,4560,20
20130702_135652,14938,05
20130702_135704,15416,20
20130702_135652,9255,20
20130702_135704,47939,05
20130702_135652,8062,20
20130702_135652,12512,20
20130702_135652,9151,20
20130702_135652,16905,10
20130702_135652,4704,20
20130702_135652,1803,35
20130702_135652,8197,10
20130702_135652,483,10
20130702_135652,17952,20
20130702_135704,43177,20
20130702_135652,8231,10
20130702_135652,4243,20
20130702_135652,12465,10
20130702_135652,16779,10
20130702_135652,1659,30
20130702_135652,3581,10
20130702_135652,1702,35
20130702_135652,3287,20
20130702_135652,158,10
20130702_135652,15009,20
20130702_135652,12071,10
20130702_135652,15588,30
20130702_135652,16964,20
20130702_135652,4042,20
20130702_135652,4507,20
20130702_135652,15592,20
20130702_135652,636,30
20130702_135652,1778,35
20130702_135704,44076,20
20130702_135704,2449,10
20130702_135652,932,20
20130702_135652,1967,20
20130702_135652,15570,20
20130702_135652,5835,20
20130702_135652,9416,20
20130702_135652,12324,20
20130702_135652,13370,05
20130702_135704,84944,20
20130702_135652,12876,20
20130702_135704,63785,05
20130702_135652,3352,20
20130702_135652,7106,20
20130702_135704,45361,20
20130702_135652,10052,20
20130702_135652,4778,10
20130702_135652,11638,20
20130702_135704,16965,20
20130702_135652,16565,20
20130702_135652,1715,35
20130702_135704,511,10
20130702_135704,33261,20
20130702_135652,12377,10
20130702_135704,27949,20
20130702_135652,3411,20
20130702_135652,9907,20
20130702_135704,40831,10
20130702_135704,16031,20
20130702_135652,5591,20
20130702_135652,5503,20
20130702_135652,13116,30
20130702_135652,9367,30
20130702_135704,413,05
20130702_135704,5801,20
20130702_135704,20038,05
20130702_135652,668,30
20130702_135704,15348,20
20130702_135652,4805,20
20130702_135652,16346,20
20130702_135652,11844,20
20130702_135704,79009,20
20130702_135652,7803,20
20130702_135652,9273,20
20130702_135652,7447,20
20130702_135704,649,10
20130702_135652,11003,20
20130702_135704,47367,20
20130702_135704,4539,20
20130702_135652,17202,30
20130702_135704,17634,15
20130702_135652,15417,20
20130702_135652,2498,20
20130702_135704,44563,20
20130702_135704,663,10
20130702_135652,2930,30
20130702_135652,74,15
20130702_135704,45246,20
20130702_135652,10122,20
20130702_135704,16803,20
20130702_135652,13570,20
20130702_135652,15783,20
20130702_135704,344,10
20130702_135652,13449,05
20130702_135704,16791,20
20130702_135652,17772,10
20130702_135652,1680,20
20130702_135652,17618,10
20130702_135652,13499,20
20130702_135652,12825,10
20130702_135704,51179,10
20130702_135704,20059,05
20130702_135652,11105,10
20130702_135652,3532,10
20130702_135652,7541,20
20130702_135704,47925,05
20130702_135652,17229,20
20130702_135652,2725,20
20130702_135652,7644,20
20130702_135652,3026,20
20130702_135652,70,15
20130702_135652,14115,20
20130702_135652,8322,20
20130702_135704,15341,20
20130702_135652,1561,20
20130702_135652,2434,10
20130702_135652,12771,20
20130702_135652,12389,10
20130702_135652,3382,20
20130702_135704,34776,20
20130702_135704,18675,20
20130702_135652,16414,20
20130702_135652,8680,20
20130702_135652,17919,10
20130702_135652,13347,05
20130702_135652,2475,20
20130702_135704,15967,20
20130702_135652,16076,10
20130702_135652,15397,20
20130702_135652,219,10
20130702_135652,8751,20
20130702_135652,1049,20
20130702_135652,16792,10
20130702_135652,13251,20
20130702_135652,2802,20
20130702_135652,7120,20
20130702_135704,54970,20
20130702_135704,489,10
20130702_135652,2541,10
20130702_135652,3402,20
20130702_135652,10217,10
20130702_135652,13994,20
20130702_135652,2748,20
20130702_135652,273,20
20130702_135704,46860,20
20130702_135704,47888,05
20130702_135652,16604,30
20130702_135704,325,10
20130702_135704,29409,10
20130702_135652,6323,20
20130702_135652,18116,10
20130702_135652,2268,10
20130702_135652,10453,10
20130702_135652,16876,20
20130702_135652,16716,20
20130702_135652,13464,05
20130702_135704,16258,20
20130702_135652,13101,20
20130702_135652,10151,20
20130702_135652,15326,10
20130702_135652,2584,10
20130702_135652,17292,10
20130702_135652,16365,20
20130702_135704,1693,05
20130702_135652,3971,20
20130702_135652,8743,20
20130702_135652,11894,20
20130702_135652,14838,20
20130702_135652,7245,20
20130702_135704,15603,20
20130702_135652,4022,20
20130702_135652,17564,10
20130702_135652,983,30
20130702_135652,16301,20
20130702_135704,63845,20
20130702_135704,14001,10
20130702_135652,12511,10
20130702_135704,640,10
20130702_135652,5378,20
20130702_135652,18436,10
20130702_135704,27180,20
20130702_135652,4503,20
20130702_135704,29408,20
20130702_135652,12650,10
20130702_135704,82429,20
20130702_135704,20062,05
20130702_135704,16310,20
20130702_135652,2975,20
20130702_135652,2528,10
20130702_135652,17312,20
20130702_135704,38958,20
20130702_135652,13682,10
20130702_135652,153,10
20130702_135704,14635,20
20130702_135652,14688,10
20130702_135704,29955,20
20130702_135652,1714,30
20130702_135652,17871,10
20130702_135704,6136,10
20130702_135652,17242,20
20130702_135652,2084,20
20130702_135652,9252,20
20130702_135652,12592,10
20130702_135652,4724,20
20130702_135704,82946,20
20130702_135704,69462,10
20130702_135652,8810,20
20130702_135704,43572,10
20130702_135652,13601,20
20130702_135652,3050,30
20130702_135652,12054,15
20130702_135652,9549,20
20130702_135704,83661,20
20130702_135652,2408,20
20130702_135652,10276,30
20130702_135652,4249,20
20130702_135704,44038,15
20130702_135704,39372,10
20130702_135652,14920,05
20130702_135704,10244,10
20130702_135652,14483,10
20130702_135652,11468,20
20130702_135652,49,10
20130702_135652,1652,30
20130702_135652,14252,20
20130702_135652,13773,20
20130702_135704,40686,10
20130702_135652,13292,05
20130702_135652,2405,10
20130702_135652,16203,20
20130702_135704,7809,10
20130702_135704,532,10
20130702_135652,2952,30
20130702_135652,15046,20
20130702_135652,17394,10
20130702_135652,17859,10
20130702_135652,11282,10
20130702_135704,3121,20
20130702_135652,2144,10
20130702_135704,759,10
20130702_135652,17910,10
20130702_135652,139,10
20130702_135652,13028,20
20130702_135652,7556,20
20130702_135652,9793,20
20130702_135652,14844,20
20130702_135652,4918,20
20130702_135704,43609,10
20130702_135652,8186,10
20130702_135652,357,10
20130702_135704,46697,20
20130702_135652,13477,20
20130702_135704,27772,20
20130702_135704,31225,10
20130702_135704,57,05
20130702_135704,81894,20
20130702_135652,12793,20
20130702_135652,3838,20
20130702_135652,10491,10
20130702_135652,9340,20
20130702_135704,4726,00
20130702_135652,13586,20
20130702_135704,7390,20
20130702_135652,9266,20
20130702_135652,18213,10
20130702_135652,1774,35
20130702_135652,4510,20
20130702_135704,8227,20
20130702_135652,18490,10
20130702_135704,87994,20
20130702_135704,47015,20
20130702_135652,13461,05
20130702_135652,18546,20
20130702_135652,16387,20
20130702_135704,27837,20
20130702_135652,17217,20
20130702_135652,2901,30
20130702_135652,18446,10
20130702_135652,15747,20
20130702_135652,17701,10
20130702_135704,53407,20
20130702_135704,43966,15
20130702_135652,12905,20
20130702_135704,59608,20
20130702_135704,26785,20
20130702_135704,55660,20
20130702_135652,1083,20
20130702_135704,62556,10
20130702_135652,13306,05
20130702_135652,7680,20
20130702_135652,2001,10
20130702_135652,13614,10
20130702_135652,10301,20
20130702_135652,13713,10
20130702_135652,9865,20
20130702_135652,10223,10
20130702_135704,39191,10
20130702_135704,78216,20
20130702_135652,18305,10
20130702_135652,13241,05
20130702_135704,37987,20
20130702_135704,87923,20
20130702_135652,17997,10
20130702_135652,8150,20
20130702_135652,13640,10
20130702_135704,16827,20
20130702_135652,13746,10
20130702_135704,4587,20
20130702_135704,11215,20
20130702_135704,3325,20
20130702_135652,12338,10
20130702_135652,17837,10
20130702_135704,8863,20
20130702_135652,2131,10
20130702_135652,11279,10
20130702_135652,14886,05
20130702_135652,11175,20
20130702_135652,12341,10
20130702_135652,12781,20
20130702_135652,15504,20
20130702_135652,2893,10
20130702_135704,4737,10
20130702_135704,47123,20
20130702_135704,58815,20
20130702_135652,8996,20
20130702_135652,15431,20
20130702_135704,7042,10
20130702_135652,12870,20
20130702_135652,13320,05
20130702_135652,13265,05
20130702_135704,16184,20
20130702_135652,12614,10
20130702_135652,10132,20
20130702_135704,12867,20
20130702_135652,10279,30
20130702_135652,13059,20
20130702_135652,16523,20
20130702_135652,11862,20
20130702_135652,15699,20
20130702_135652,2141,10
20130702_135652,18243,10
20130702_135704,27917,20
20130702_135704,16794,20
